SID,SEASON,BASIN,NAME,ISO_TIME,LAT,LON,USA_WIND,USA_SSHS,geometry,index_right,NAME_NORM
2013306N07162,2013,Western Pacific,HAIYAN,2013-11-07 21:00:00,10.8,125.9,168.0,5,POINT (125.9 10.8),49,HAIYAN_2013_11
2025294N14290,2025,North Atlantic,MELISSA,2025-10-28 12:00:00,17.5,-78.1,165.0,5,POINT (-78.1 17.5),53,MELISSA_2025_10
1980214N11330,1980,North Atlantic,ALLEN,1980-08-07 18:00:00,21.8,-86.4,165.0,5,POINT (-86.4 21.8),95,ALLEN_1980_08
2019236N10314,2019,North Atlantic,DORIAN,2019-09-01 16:40:00,26.5,-77.0,160.0,5,POINT (-77 26.5),64,DORIAN_2019_09
2006106S10153,2006,South Pacific,MONICA,2006-04-23 12:00:00,-11.3,136.7,155.0,5,POINT (136.7 -11.3),21,MONICA_2006_04
1995293N05177,1995,Western Pacific,ANGELA,1995-11-02 09:00:00,14.1,124.7,155.0,5,POINT (124.7 14.1),51,ANGELA_1995_11
2016041S14170,2016,South Pacific,WINSTON,2016-02-20 06:00:00,-17.4,178.7,155.0,5,POINT (178.7 -17.4),15,WINSTON_2016_02
1998281N11151,1998,Western Pacific,ZEB,1998-10-13 21:00:00,16.7,123.2,155.0,5,POINT (123.2 16.7),51,ZEB_1998_10
2016253N13144,2016,Western Pacific,MERANTI,2016-09-14 00:00:00,21.5,120.8,155.0,5,POINT (120.8 21.5),63,MERANTI_2016_09
2024279N21265,2024,North Atlantic,MILTON,2024-10-07 21:00:00,21.8,-90.7,153.0,5,POINT (-90.7 21.8),95,MILTON_2024_10
2021248N12141,2021,Western Pacific,CHANTHU,2021-09-10 15:00:00,19.1,122.5,153.0,5,POINT (122.5 19.1),51,CHANTHU_2021_09
2015066S08170,2015,South Pacific,PAM,2015-03-13 06:00:00,-16.6,168.8,150.0,5,POINT (168.8 -16.6),18,PAM_2015_03
2010285N13145,2010,Western Pacific,MEGI,2010-10-18 00:00:00,17.4,123.3,150.0,5,POINT (123.3 17.4),51,MEGI_2010_10
2007225N12331,2007,North Atlantic,DEAN,2007-08-21 06:00:00,18.6,-86.9,150.0,5,POINT (-86.9 18.6),95,DEAN_2007_08
2017242N16333,2017,North Atlantic,IRMA,2017-09-06 21:00:00,18.9,-65.4,150.0,5,POINT (-65.4 18.9),52,IRMA_2017_09
2012331N03157,2012,Western Pacific,BOPHA,2012-12-03 18:00:00,7.6,127.2,150.0,5,POINT (127.2 7.6),43,BOPHA_2012_12
2015293N13266,2015,Eastern Pacific,PATRICIA,2015-10-23 21:00:00,19.0,-105.2,150.0,5,POINT (-105.2 19),95,PATRICIA_2015_10
2020299N11144,2020,Western Pacific,GONI,2020-10-31 21:00:00,13.6,124.3,150.0,5,POINT (124.3 13.6),51,GONI_2020_10
2019116N02090,2019,North Indian,FANI,2019-05-02 15:00:00,17.9,84.9,148.0,5,POINT (84.9 17.9),112,FANI_2019_05
2004247N10332,2004,North Atlantic,IVAN,2004-09-11 18:00:00,18.0,-79.0,145.0,5,POINT (-79 18),53,IVAN_2004_09
1998295N12284,1998,North Atlantic,MITCH,1998-10-27 18:00:00,16.9,-85.4,145.0,5,POINT (-85.4 16.9),95,MITCH_1998_10
1987320N03171,1987,Western Pacific,NINA,1987-11-25 12:00:00,13.1,124.5,145.0,5,POINT (124.5 13.1),49,NINA_1987_11
2023294N09264,2023,Eastern Pacific,OTIS,2023-10-25 03:00:00,16.1,-99.7,145.0,5,POINT (-99.7 16.1),95,OTIS_2023_10
1992230N11325,1992,North Atlantic,ANDREW,1992-08-24 09:00:00,25.5,-80.3,145.0,5,POINT (-80.3 25.5),95,ANDREW_1992_08
2016273N13300,2016,North Atlantic,MATTHEW,2016-10-01 00:00:00,13.4,-71.9,145.0,5,POINT (-71.9 13.4),95,MATTHEW_2016_10
2020092S09155,2020,South Pacific,HAROLD,2020-04-06 06:00:00,-15.8,167.8,145.0,5,POINT (167.8 -15.8),18,HAROLD_2020_04
1988253N12306,1988,North Atlantic,GILBERT,1988-09-14 12:00:00,20.4,-86.5,145.0,5,POINT (-86.5 20.4),95,GILBERT_1988_09
2021346N05145,2021,Western Pacific,RAI,2021-12-16 03:00:00,9.8,126.8,143.0,5,POINT (126.8 9.8),43,RAI_2021_12
2025262N16133,2025,Western Pacific,RAGASA,2025-09-22 03:00:00,19.3,122.3,141.0,5,POINT (122.3 19.3),51,RAGASA_2025_09
2014190N08154,2014,Western Pacific,RAMMASUN,2014-07-18 06:00:00,19.9,111.3,140.0,5,POINT (111.3 19.9),55,RAMMASUN_2014_07
2011233N12129,2011,Western Pacific,NANMADOL,2011-08-26 15:00:00,17.8,123.0,140.0,5,POINT (123 17.8),51,NANMADOL_2011_08
2004134N07132,2004,Western Pacific,NIDA,2004-05-16 15:00:00,13.0,125.2,140.0,5,POINT (125.2 13),49,NIDA_2004_05
2018280N18273,2018,North Atlantic,MICHAEL,2018-10-10 17:30:00,30.0,-85.5,140.0,5,POINT (-85.5 30),95,MICHAEL_2018_10
2015122N07144,2015,Western Pacific,NOUL,2015-05-10 06:00:00,17.8,122.6,140.0,5,POINT (122.6 17.8),51,NOUL_2015_05
2018250N12170,2018,Western Pacific,MANGKHUT,2018-09-14 18:00:00,18.0,122.3,140.0,5,POINT (122.3 18),51,MANGKHUT_2018_09
2002063S11066,2002,South Indian,HARY,2002-03-10 00:00:00,-14.7,50.8,140.0,5,POINT (50.8 -14.7),20,HARY_2002_03
1989190N20160,1989,Western Pacific,GORDON,1989-07-15 15:00:00,17.7,123.3,140.0,5,POINT (123.3 17.7),51,GORDON_1989_07
2007244N12303,2007,North Atlantic,FELIX,2007-09-04 12:00:00,14.3,-83.2,140.0,5,POINT (-83.2 14.3),95,FELIX_2007_09
2022266N12294,2022,North Atlantic,IAN,2022-09-28 12:00:00,26.0,-82.7,140.0,5,POINT (-82.7 26),95,IAN_2022_09
1999298N12099,1999,North Indian,UNNAMED,1999-10-29 00:00:00,19.6,86.9,140.0,5,POINT (86.9 19.6),112,UNNAMED_1999_10
1996246N08148,1996,Western Pacific,SALLY,1996-09-07 18:00:00,19.2,121.8,140.0,5,POINT (121.8 19.2),51,SALLY_1996_09
2023096S07135,2023,South Indian,ILSA,2023-04-13 09:00:00,-19.1,118.8,140.0,5,POINT (118.8 -19.1),21,ILSA_2023_04
1989286N14137,1989,Western Pacific,ELSIE,1989-10-19 00:00:00,16.6,123.0,140.0,5,POINT (123 16.6),51,ELSIE_1989_10
2000230N08139,2000,Western Pacific,BILIS,2000-08-22 12:00:00,22.5,122.0,140.0,5,POINT (122 22.5),63,BILIS_2000_08
2006298N12143,2006,Western Pacific,CIMARON,2006-10-29 12:00:00,16.5,122.6,140.0,5,POINT (122.6 16.5),51,CIMARON_2006_10
1989305N07105,1989,North Indian,GAY,1989-11-08 18:00:00,14.8,80.3,140.0,5,POINT (80.3 14.8),112,GAY_1989_11
2017260N12310,2017,North Atlantic,MARIA,2017-09-20 06:00:00,17.6,-65.1,140.0,5,POINT (-65.1 17.6),52,MARIA_2017_09
1987219N08134,1987,Western Pacific,BETTY,1987-08-11 21:00:00,12.3,126.0,138.0,5,POINT (126 12.3),49,BETTY_1987_08
1991113N10091,1991,North Indian,UNNAMED,1991-04-29 15:00:00,21.2,91.0,138.0,5,POINT (91 21.2),112,UNNAMED_1991_04
2024313N10169,2024,Western Pacific,MAN-YI,2024-11-16 03:00:00,12.9,126.1,138.0,5,POINT (126.1 12.9),49,MAN-YI_2024_11
1997283N07177,1997,Western Pacific,IVAN,1997-10-19 06:00:00,17.2,123.4,135.0,4,POINT (123.4 17.2),51,IVAN_1997_10
2023234N18128,2023,Western Pacific,SAOLA,2023-08-29 12:00:00,19.3,122.7,135.0,4,POINT (122.7 19.3),51,SAOLA_2023_08
2022264N17132,2022,Western Pacific,NORU,2022-09-25 00:00:00,15.0,123.6,135.0,4,POINT (123.6 15),51,NORU_2022_09
2011028S13180,2011,South Pacific,YASI,2011-02-02 12:00:00,-17.5,146.9,135.0,4,POINT (146.9 -17.5),21,YASI_2011_02
2005063S12141,2005,South Indian,INGRID,2005-03-12 09:00:00,-11.4,134.4,135.0,4,POINT (134.4 -11.4),21,INGRID_2005_03
2010293N17093,2010,North Indian,GIRI,2010-10-22 12:00:00,19.8,93.4,135.0,4,POINT (93.4 19.8),112,GIRI_2010_10
2016355N07146,2016,Western Pacific,NOCK-TEN,2016-12-25 06:00:00,13.5,125.1,135.0,4,POINT (125.1 13.5),49,NOCK-TEN_2016_12
1988006S05182,1988,South Pacific,ANNE,1988-01-10 21:00:00,-14.5,165.7,135.0,4,POINT (165.7 -14.5),19,ANNE_1988_01
2004061S12072,2004,South Indian,GAFILO,2004-03-06 21:00:00,-15.0,51.1,135.0,4,POINT (51.1 -15),20,GAFILO_2004_03
1998285N12149,1998,Western Pacific,BABS,1998-10-21 00:00:00,13.1,125.6,135.0,4,POINT (125.6 13.1),49,BABS_1998_10
2006329N06150,2006,Western Pacific,DURIAN,2006-11-30 00:00:00,13.4,124.6,135.0,4,POINT (124.6 13.4),49,DURIAN_2006_11
2008238N13293,2008,North Atlantic,GUSTAV,2008-08-30 22:00:00,22.4,-83.1,135.0,4,POINT (-83.1 22.4),61,GUSTAV_2008_08
2021239N17281,2021,North Atlantic,IDA,2021-08-29 16:55:00,29.1,-90.2,130.0,4,POINT (-90.2 29.1),95,IDA_2021_08
1989271N12142,1989,Western Pacific,ANGELA,1989-10-05 12:00:00,18.3,123.0,130.0,4,POINT (123 18.3),51,ANGELA_1989_10
2009342S09140,2010,South Indian,LAURENCE,2009-12-21 06:00:00,-19.5,120.6,130.0,4,POINT (120.6 -19.5),21,LAURENCE_2009_12
1998335S12138,1999,South Indian,THELMA,1998-12-10 00:00:00,-13.0,126.4,130.0,4,POINT (126.4 -13),21,THELMA_1998_12
2005186N12299,2005,North Atlantic,DENNIS,2005-07-08 12:00:00,20.9,-79.5,130.0,4,POINT (-79.5 20.9),61,DENNIS_2005_07
2020318N16289,2020,North Atlantic,IOTA,2020-11-16 21:00:00,13.6,-82.6,130.0,4,POINT (-82.6 13.6),95,IOTA_2020_11
2007314N10093,2007,North Indian,SIDR,2007-11-15 12:00:00,21.0,89.2,130.0,4,POINT (89.2 21),112,SIDR_2007_11
1995258N14115,1995,Western Pacific,RYAN,1995-09-22 03:00:00,21.9,121.5,130.0,4,POINT (121.5 21.9),63,RYAN_1995_09
2002295N11261,2002,Eastern Pacific,KENNA,2002-10-25 12:00:00,20.4,-106.5,130.0,4,POINT (-106.5 20.4),95,KENNA_2002_10
1990310N07152,1990,Western Pacific,MIKE,1990-11-12 12:00:00,10.1,126.6,130.0,4,POINT (126.6 10.1),43,MIKE_1990_11
2020233N14313,2020,North Atlantic,LAURA,2020-08-27 03:00:00,29.1,-93.2,130.0,4,POINT (-93.2 29.1),95,LAURA_2020_08
2011270N18139,2011,Western Pacific,NALGAE,2011-10-01 00:00:00,16.8,122.7,130.0,4,POINT (122.7 16.8),51,NALGAE_2011_10
1996203N12152,1996,Western Pacific,HERB,1996-07-31 12:00:00,24.8,122.6,130.0,4,POINT (122.6 24.8),63,HERB_1996_07
2006216N07151,2006,Western Pacific,SAOMAI,2006-08-10 06:00:00,27.0,121.2,130.0,4,POINT (121.2 27),112,SAOMAI_2006_08
1999343S11123,2000,South Indian,JOHN,1999-12-14 16:00:00,-19.9,117.3,130.0,4,POINT (117.3 -19.9),21,JOHN_1999_12
2007257N16134,2007,Western Pacific,WIPHA,2007-09-18 06:00:00,25.6,122.6,130.0,4,POINT (122.6 25.6),63,WIPHA_2007_09
2024307N06143,2024,Western Pacific,YINXING,2024-11-07 06:00:00,18.5,122.4,130.0,4,POINT (122.4 18.5),51,YINXING_2024_11
2023129N08091,2023,North Indian,MOCHA,2023-05-14 06:00:00,19.9,92.6,130.0,4,POINT (92.6 19.9),112,MOCHA_2023_05
2005289N18282,2005,North Atlantic,WILMA,2005-10-21 21:45:00,20.6,-86.8,130.0,4,POINT (-86.8 20.6),95,WILMA_2005_10
2004223N11301,2004,North Atlantic,CHARLEY,2004-08-13 19:45:00,26.6,-82.2,130.0,4,POINT (-82.2 26.6),95,CHARLEY_2004_08
2014086S10041,2014,South Indian,HELLEN,2014-03-30 18:00:00,-15.1,45.1,130.0,4,POINT (45.1 -15.1),20,HELLEN_2014_03
1985284N05159,1985,Western Pacific,DOT,1985-10-18 00:00:00,14.4,124.3,130.0,4,POINT (124.3 14.4),51,DOT_1985_10
2017061S11063,2017,South Indian,ENAWO,2017-03-07 06:00:00,-14.7,50.7,130.0,4,POINT (50.7 -14.7),20,ENAWO_2017_03
2020306N15288,2020,North Atlantic,ETA,2020-11-03 00:00:00,14.3,-82.5,130.0,4,POINT (-82.5 14.3),95,ETA_2020_11
2015285N14151,2015,Western Pacific,KOPPU,2015-10-17 12:00:00,15.9,123.1,130.0,4,POINT (123.1 15.9),51,KOPPU_2015_10
2014092S11159,2014,South Pacific,ITA,2014-04-11 03:00:00,-14.1,145.5,130.0,4,POINT (145.5 -14.1),21,ITA_2014_04
2013281N12098,2013,North Indian,PHAILIN,2013-10-12 09:00:00,18.5,85.4,130.0,4,POINT (85.4 18.5),112,PHAILIN_2013_10
2024244N09137,2024,Western Pacific,YAGI,2024-09-06 03:00:00,19.5,111.8,128.0,4,POINT (111.8 19.5),55,YAGI_2024_09
1983339S10065,1984,South Indian,ANDRY,1983-12-10 15:00:00,-11.1,49.1,128.0,4,POINT (49.1 -11.1),20,ANDRY_1983_12
2003061S21148,2003,South Pacific,ERICA,2003-03-13 15:00:00,-20.8,163.5,128.0,4,POINT (163.5 -20.8),14,ERICA_2003_03
2002033S13121,2002,South Indian,CHRIS,2002-02-05 16:00:00,-19.6,120.2,125.0,4,POINT (120.2 -19.6),21,CHRIS_2002_02
1984077S12149,1984,South Pacific,KATHY,1984-03-22 18:00:00,-15.5,137.0,125.0,4,POINT (137 -15.5),21,KATHY_1984_03
1995089S09131,1995,South Indian,CHLOE,1995-04-07 12:00:00,-15.0,123.7,125.0,4,POINT (123.7 -15),21,CHLOE_1995_04
2015047S15152,2015,South Pacific,MARCIA,2015-02-19 18:00:00,-21.7,150.5,125.0,4,POINT (150.5 -21.7),21,MARCIA_2015_02
1996095S09133,1996,South Indian,OLIVIA,1996-04-10 10:00:00,-20.6,115.6,125.0,4,POINT (115.6 -20.6),21,OLIVIA_1996_04
1993083S12181,1993,South Pacific,PREMA,1993-03-29 09:00:00,-16.7,168.6,125.0,4,POINT (168.6 -16.7),18,PREMA_1993_03
1983239N10183,1983,Western Pacific,ELLEN,1983-09-06 06:00:00,18.3,123.1,125.0,4,POINT (123.1 18.3),51,ELLEN_1983_09
1989106S11128,1989,South Indian,ORSON,1989-04-22 18:00:00,-20.1,116.2,125.0,4,POINT (116.2 -20.1),21,ORSON_1989_04
2004174N14146,2004,Western Pacific,MINDULLE,2004-06-29 18:00:00,19.0,122.7,125.0,4,POINT (122.7 19),51,MINDULLE_2004_06
2013220N12137,2013,Western Pacific,UTOR,2013-08-11 15:00:00,15.8,122.9,125.0,4,POINT (122.9 15.8),51,UTOR_2013_08
1990327S07175,1991,South Pacific,SINA,1990-11-27 12:00:00,-18.1,176.7,125.0,4,POINT (176.7 -18.1),15,SINA_1990_11
2012346S14180,2013,South Pacific,EVAN,2012-12-17 06:00:00,-18.0,177.1,125.0,4,POINT (177.1 -18),15,EVAN_2012_12
1988285N09318,1988,North Atlantic,JOAN:MIRIAM,1988-10-22 10:00:00,11.9,-83.7,125.0,4,POINT (-83.7 11.9),95,JOAN:MIRIAM_1988_10
2015344N07145,2015,Western Pacific,MELOR,2015-12-14 03:00:00,12.6,125.2,125.0,4,POINT (125.2 12.6),49,MELOR_2015_12
2004333N06154,2004,Western Pacific,NANMADOL,2004-12-02 03:00:00,14.6,124.2,125.0,4,POINT (124.2 14.6),51,NANMADOL_2004_12
2008311N14278,2008,North Atlantic,PALOMA,2008-11-08 18:00:00,20.2,-78.8,125.0,4,POINT (-78.8 20.2),61,PALOMA_2008_11
2000105S09127,2000,South Indian,ROSITA,2000-04-19 18:00:00,-18.4,122.3,125.0,4,POINT (122.3 -18.4),21,ROSITA_2000_04
2024314N07151,2024,Western Pacific,USAGI,2024-11-14 00:00:00,17.2,123.1,125.0,4,POINT (123.1 17.2),51,USAGI_2024_11
1984239N08146,1984,Western Pacific,IKE,1984-09-01 12:00:00,9.4,126.9,125.0,4,POINT (126.9 9.4),43,IKE_1984_09
1994186N09139,1994,Western Pacific,TIM,1994-07-10 09:00:00,22.6,122.1,125.0,4,POINT (122.1 22.6),63,TIM_1994_07
1999074S13132,1999,South Indian,VANCE,1999-03-21 23:00:00,-21.3,114.4,125.0,4,POINT (114.4 -21.3),21,VANCE_1999_03
2007274N18131,2007,Western Pacific,KROSA,2007-10-06 06:00:00,24.5,122.2,125.0,4,POINT (122.2 24.5),63,KROSA_2007_10
2024201N12133,2024,Western Pacific,GAEMI,2024-07-24 06:00:00,24.2,122.5,125.0,4,POINT (122.5 24.2),63,GAEMI_2024_07
1991194N11147,1991,Western Pacific,AMY,1991-07-18 18:00:00,21.5,120.8,125.0,4,POINT (120.8 21.5),63,AMY_1991_07
2006268N12129,2006,Western Pacific,XANGSANE,2006-09-27 12:00:00,13.2,123.7,125.0,4,POINT (123.7 13.2),49,XANGSANE_2006_09
1988295N10138,1988,Western Pacific,RUBY,1988-10-24 12:00:00,14.6,123.0,125.0,4,POINT (123 14.6),51,RUBY_1988_10
1990124N09088,1990,North Indian,UNNAMED,1990-05-08 12:00:00,14.0,81.2,125.0,4,POINT (81.2 14),112,UNNAMED_1990_05
2005236N23285,2005,North Atlantic,KATRINA,2005-08-29 06:00:00,28.2,-89.6,125.0,4,POINT (-89.6 28.2),95,KATRINA_2005_08
2006311N16143,2006,Western Pacific,CHEBI,2006-11-10 18:00:00,16.3,122.8,125.0,4,POINT (122.8 16.3),51,CHEBI_2006_11
1985070S17175,1985,South Pacific,HINA,1985-03-16 18:00:00,-17.6,176.3,125.0,4,POINT (176.3 -17.6),15,HINA_1985_03
1989246N16159,1989,Western Pacific,SARAH,1989-09-11 12:00:00,23.3,122.0,125.0,4,POINT (122 23.3),63,SARAH_1989_09
2001278N12302,2001,North Atlantic,IRIS,2001-10-09 02:00:00,16.3,-88.4,125.0,4,POINT (-88.4 16.3),95,IRIS_2001_10
1994211N12152,1994,Western Pacific,DOUG,1994-08-07 18:00:00,24.7,122.2,125.0,4,POINT (122.2 24.7),63,DOUG_1994_08
2024181N09320,2024,North Atlantic,BERYL,2024-07-03 15:00:00,17.0,-76.1,123.0,4,POINT (-76.1 17),53,BERYL_2024_07
1999231N20266,1999,North Atlantic,BRET,1999-08-22 15:00:00,26.4,-96.5,123.0,4,POINT (-96.5 26.4),95,BRET_1999_08
2003240N20139,2003,Western Pacific,DUJUAN,2003-09-01 15:00:00,21.4,121.0,123.0,4,POINT (121 21.4),63,DUJUAN_2003_09
2019112S10053,2019,South Indian,KENNETH,2019-04-25 09:00:00,-11.9,41.4,123.0,4,POINT (41.4 -11.9),112,KENNETH_2019_04
2026076S12157,2026,South Pacific,NARELLE,2026-03-19 15:00:00,-13.7,144.7,122.0,4,POINT (144.7 -13.7),21,NARELLE_2026_03
2020346S13168,2021,South Pacific,YASA,2020-12-17 03:00:00,-16.2,178.2,120.0,4,POINT (178.2 -16.2),16,YASA_2020_12
1980296N05165,1980,Western Pacific,BETTY,1980-11-04 12:00:00,15.8,122.8,120.0,4,POINT (122.8 15.8),51,BETTY_1980_11
1984302N00149,1984,Western Pacific,AGNES,1984-11-04 18:00:00,11.2,125.8,120.0,4,POINT (125.8 11.2),49,AGNES_1984_11
2001303N13276,2001,North Atlantic,MICHELLE,2001-11-04 18:00:00,21.5,-81.8,120.0,4,POINT (-81.8 21.5),61,MICHELLE_2001_11
2016185N08145,2016,Western Pacific,NEPARTAK,2016-07-07 18:00:00,22.4,121.7,120.0,4,POINT (121.7 22.4),63,NEPARTAK_2016_07
2023271N14144,2023,Western Pacific,KOINU,2023-10-04 18:00:00,21.9,121.3,120.0,4,POINT (121.3 21.9),63,KOINU_2023_10
2024268N17278,2024,North Atlantic,HELENE,2024-09-27 03:10:00,30.0,-83.7,120.0,4,POINT (-83.7 30),95,HELENE_2024_09
2019329N09160,2019,Western Pacific,KAMMURI,2019-12-02 12:00:00,12.9,124.7,120.0,4,POINT (124.7 12.9),49,KAMMURI_2019_12
1999288N15093,1999,North Indian,UNNAMED,1999-10-17 06:00:00,18.0,85.0,120.0,4,POINT (85 18),112,UNNAMED_1999_10
2008262N16142,2008,Western Pacific,HAGUPIT,2008-09-23 18:00:00,21.1,112.6,120.0,4,POINT (112.6 21.1),112,HAGUPIT_2008_09
2007066S12066,2007,South Indian,INDLALA,2007-03-14 18:00:00,-14.7,51.0,120.0,4,POINT (51 -14.7),20,INDLALA_2007_03
2000083S17102,2000,South Indian,HUDAH,2000-04-02 15:00:00,-15.2,51.0,120.0,4,POINT (51 -15.2),20,HUDAH_2000_04
2025168N11269,2025,Eastern Pacific,ERICK,2025-06-19 06:00:00,15.5,-97.5,120.0,4,POINT (-97.5 15.5),95,ERICK_2025_06
2000273N16277,2000,North Atlantic,KEITH,2000-10-01 07:00:00,17.9,-87.3,120.0,4,POINT (-87.3 17.9),95,KEITH_2000_10
2016288N06146,2016,Western Pacific,HAIMA,2016-10-19 12:00:00,17.3,123.2,120.0,4,POINT (123.2 17.3),51,HAIMA_2016_10
1988308N09140,1988,Western Pacific,SKIP,1988-11-07 00:00:00,10.9,126.0,120.0,4,POINT (126 10.9),49,SKIP_1988_11
2023276N11254,2023,Eastern Pacific,LIDIA,2023-10-11 00:00:00,20.1,-105.5,120.0,4,POINT (-105.5 20.1),95,LIDIA_2023_10
1981256N10150,1981,Western Pacific,CLARA,1981-09-20 00:00:00,18.8,122.1,120.0,4,POINT (122.1 18.8),51,CLARA_1981_09
1989254N13340,1989,North Atlantic,HUGO,1989-09-22 04:00:00,32.8,-79.8,120.0,4,POINT (-79.8 32.8),95,HUGO_1989_09
2023201N13134,2023,Western Pacific,DOKSURI,2023-07-25 15:00:00,19.0,122.1,120.0,4,POINT (122.1 19),51,DOKSURI_2023_07
2015263N14148,2015,Western Pacific,DUJUAN,2015-09-28 09:00:00,24.2,122.1,120.0,4,POINT (122.1 24.2),63,DUJUAN_2015_09
1994117N07096,1994,North Indian,UNNAMED,1994-05-02 09:00:00,20.1,91.8,118.0,4,POINT (91.8 20.1),112,UNNAMED_1994_05
1995250N09161,1995,Western Pacific,OSCAR,1995-09-17 03:00:00,34.7,141.1,118.0,4,POINT (141.1 34.7),71,OSCAR_1995_09
1993336N05164,1993,Western Pacific,MANNY,1993-12-09 15:00:00,13.1,125.8,118.0,4,POINT (125.8 13.1),49,MANNY_1993_12
2012230N21126,2012,Western Pacific,TEMBIN,2012-08-23 15:00:00,22.6,122.0,118.0,4,POINT (122 22.6),63,TEMBIN_2012_08
2005192N11318,2005,North Atlantic,EMILY,2005-07-18 03:00:00,20.0,-86.6,118.0,4,POINT (-86.6 20),95,EMILY_2005_07
2019077S13123,2019,South Indian,VERONICA,2019-03-24 00:00:00,-20.1,117.6,115.0,4,POINT (117.6 -20.1),21,VERONICA_2019_03
2012201N15129,2012,Western Pacific,VICENTE,2012-07-23 15:00:00,21.4,113.8,115.0,4,POINT (113.8 21.4),112,VICENTE_2012_07
2025308N10143,2025,Western Pacific,FUNG-WONG,2025-11-09 06:00:00,14.9,123.2,115.0,4,POINT (123.2 14.9),51,FUNG-WONG_2025_11
2024341S12086,2025,South Indian,CHIDO,2024-12-15 00:00:00,-13.3,41.4,115.0,4,POINT (41.4 -13.3),112,CHIDO_2024_12
2023239N21274,2023,North Atlantic,IDALIA,2023-08-30 09:00:00,29.1,-84.1,115.0,4,POINT (-84.1 29.1),95,IDALIA_2023_08
1984253N29283,1984,North Atlantic,DIANA,1984-09-12 00:00:00,33.9,-77.7,115.0,4,POINT (-77.7 33.9),95,DIANA_1984_09
1992064S10184,1992,South Pacific,FRAN,1992-03-10 00:00:00,-19.6,164.9,115.0,4,POINT (164.9 -19.6),14,FRAN_1992_03
1994064S13099,1994,South Indian,LITANNE,1994-03-15 12:00:00,-18.6,49.9,115.0,4,POINT (49.9 -18.6),20,LITANNE_1994_03
2016287N12131,2016,Western Pacific,SARIKA,2016-10-15 18:00:00,15.7,121.8,115.0,4,POINT (121.8 15.7),51,SARIKA_2016_10
2011266N13139,2011,Western Pacific,NESAT,2011-09-26 18:00:00,16.2,123.0,115.0,4,POINT (123 16.2),51,NESAT_2011_09
1992249N12229,1992,Eastern Pacific,INIKI,1992-09-12 00:00:00,21.5,-159.8,115.0,4,POINT (-159.8 21.5),60,INIKI_1992_09
2004072S11146,2004,South Indian,FAY,2004-03-26 18:00:00,-19.3,120.0,115.0,4,POINT (120 -19.3),21,FAY_2004_03
1989037S16164,1989,South Pacific,HARRY,1989-02-10 18:00:00,-19.7,165.3,115.0,4,POINT (165.3 -19.7),14,HARRY_1989_02
1994026S11078,1994,South Indian,GERALDA,1994-02-02 06:00:00,-17.8,50.3,115.0,4,POINT (50.3 -17.8),20,GERALDA_1994_02
2019063S18038,2019,South Indian,IDAI,2019-03-11 03:00:00,-17.3,43.0,115.0,4,POINT (43 -17.3),20,IDAI_2019_03
2010069S12188,2010,South Pacific,TOMAS,2010-03-15 12:00:00,-16.8,-179.6,115.0,4,POINT (-179.6 -16.8),17,TOMAS_2010_03
1997279N12263,1997,Eastern Pacific,PAULINE,1997-10-08 18:00:00,15.3,-96.3,115.0,4,POINT (-96.3 15.3),95,PAULINE_1997_10
1996192N19152,1996,Western Pacific,EVE,1996-07-17 23:00:00,30.4,130.5,115.0,4,POINT (130.5 30.4),71,EVE_1996_07
1985078S14138,1985,South Pacific,SANDY,1985-03-23 12:00:00,-15.5,137.9,115.0,4,POINT (137.9 -15.5),21,SANDY_1985_03
1993240N17142,1993,Western Pacific,YANCY,1993-09-03 06:00:00,30.9,130.3,115.0,4,POINT (130.3 30.9),71,YANCY_1993_09
1997061S08171,1997,South Pacific,GAVIN,1997-03-06 18:00:00,-15.6,178.6,115.0,4,POINT (178.6 -15.6),16,GAVIN_1997_03
1980257N17133,1980,Western Pacific,PERCY,1980-09-18 00:00:00,21.9,121.1,115.0,4,POINT (121.1 21.9),63,PERCY_1980_09
1999251N15314,1999,North Atlantic,FLOYD,1999-09-15 00:00:00,27.1,-77.7,115.0,4,POINT (-77.7 27.1),64,FLOYD_1999_09
2005268N19146,2005,Western Pacific,LONGWANG,2005-10-01 18:00:00,23.5,122.5,115.0,4,POINT (122.5 23.5),63,LONGWANG_2005_10
2005192N22155,2005,Western Pacific,HAITANG,2005-07-17 21:00:00,23.8,122.4,115.0,4,POINT (122.4 23.8),63,HAITANG_2005_07
2014279N11096,2014,North Indian,HUDHUD,2014-10-12 00:00:00,17.2,84.1,115.0,4,POINT (84.1 17.2),112,HUDHUD_2014_10
2006350S07071,2007,South Indian,BONDO,2006-12-24 00:00:00,-12.2,48.6,115.0,4,POINT (48.6 -12.2),20,BONDO_2006_12
2012039S14075,2012,South Indian,GIOVANNA,2012-02-13 18:00:00,-19.1,50.1,115.0,4,POINT (50.1 -19.1),20,GIOVANNA_2012_02
2017082S14152,2017,South Pacific,DEBBIE,2017-03-27 18:00:00,-19.8,149.3,115.0,4,POINT (149.3 -19.8),21,DEBBIE_2017_03
2006074S13158,2006,South Pacific,LARRY,2006-03-19 18:00:00,-17.5,146.8,115.0,4,POINT (146.8 -17.5),21,LARRY_2006_03
1980201N08155,1980,Western Pacific,KIM,1980-07-24 21:00:00,16.5,122.9,115.0,4,POINT (122.9 16.5),51,KIM_1980_07
